Chord Name,Chord Type,Ft-E,Ft-A,Ft-D,Ft-G,Ft-B,Ft-e,Fg-E,Fg-A,Fg-D,Fg-G,Fg-B,Fg-e,Fn-E,Fn-A,Fn-D,Fn-G,Fn-B,Fn-e,Fi-E,Fi-A,Fi-D,Fi-G,Fi-B,Fi-e,Fret Positions,Finger Positions,Notes,Sorted Intervals,Grouping
Ebm7b5,m7b5,x,x,13,11,10,9,x,x,4,3,2,1,,,Eb,Gb,A,Db,,,1,b3,b5,b7,x-x-13-11-10-9,x-x-4-3-2-1,Eb Gb A Db,1 b3 b5 b7 ,
Ebm9,m9,2,1,1,3,2,1,0,1,1,4,3,1,Gb,Bb,Eb,Bb,Db,F,b3,5,1,5,b7,2,2-1-1-3-2-1,0-1-1-4-3-1,Gb Bb Eb Bb Db F,1 2 b3 5 b7 ,
Ebm9,m9,11,13,11,11,14,13,1,2,1,1,4,3,Eb,Bb,Db,Gb,Db,F,1,5,b7,b3,b7,2,11-13-11-11-14-13,1-2-1-1-4-3,Eb Bb Db Gb Db F,1 2 b3 5 b7 ,
Ebm9,m9,x,6,4,6,6,x,x,2,1,3,4,x,,Eb,Gb,Db,F,,,1,b3,b7,2,,x-6-4-6-6-x,x-2-1-3-4-x,Eb Gb Db F,1 2 b3 b7 ,
Ebm9,m9,x,8,x,6,7,6,x,3,x,1,2,1,,F,,Db,Gb,Bb,,2,,b7,b3,5,x-8-x-6-7-6,x-3-x-1-2-1,F Db Gb Bb,2 b3 5 b7 ,
Ebm9,m9,x,x,4,3,2,1,x,x,4,3,2,1,,,Gb,Bb,Db,F,,,b3,5,b7,2,x-x-4-3-2-1,x-x-4-3-2-1,Gb Bb Db F,2 b3 5 b7 ,
Ebm9,m9,x,x,11,11,11,13,x,x,1,1,1,3,,,Db,Gb,Bb,F,,,b7,b3,5,2,x-x-11-11-11-13,x-x-1-1-1-3,Db Gb Bb F,2 b3 5 b7 ,
Ebm9(maj7),m9(maj7),2,x,1,3,3,1,2,x,1,3,4,1,Gb,,Eb,Bb,D,F,b3,,1,5,7,2,2-x-1-3-3-1,2-x-1-3-4-1,Gb Eb Bb D F,1 2 b3 5 7 ,
Ebm9(maj7),m9(maj7),11,13,12,11,11,13,1,3,2,1,1,4,Eb,Bb,D,Gb,Bb,F,1,5,7,b3,5,2,11-13-12-11-11-13,1-3-2-1-1-4,Eb Bb D Gb Bb F,1 2 b3 5 7 ,
Ebm9(maj7),m9(maj7),x,6,4,7,6,x,x,2,1,4,3,x,,Eb,Gb,D,F,,,1,b3,7,2,,x-6-4-7-6-x,x-2-1-4-3-x,Eb Gb D F,1 2 b3 7 ,
Ebm9(maj7),m9(maj7),x,9,8,7,6,6,x,4,3,2,1,1,,Gb,Bb,D,F,Bb,,b3,5,7,2,5,x-9-8-7-6-6,x-4-3-2-1-1,Gb Bb D F Bb,2 b3 5 7 ,
Ebm9(maj7),m9(maj7),x,x,13,10,11,14,x,x,3,1,2,4,,,Eb,F,Bb,Gb,,,1,2,5,b3,x-x-13-10-11-14,x-x-3-1-2-4,Eb F Bb Gb,1 2 b3 5 ,
Ebm9b5,m9b5,2,x,1,2,2,1,2,x,1,3,4,1,Gb,,Eb,A,Db,F,b3,,1,b5,b7,2,2-x-1-2-2-1,2-x-1-3-4-1,Gb Eb A Db F,1 2 b3 b5 b7 ,
Ebm9b5,m9b5,11,12,11,11,14,13,1,2,1,1,4,3,Eb,A,Db,Gb,Db,F,1,b5,b7,b3,b7,2,11-12-11-11-14-13,1-2-1-1-4-3,Eb A Db Gb Db F,1 2 b3 b5 b7 ,
Ebm9b5,m9b5,x,8,7,6,7,x,x,4,2,1,3,x,,F,A,Db,Gb,,,2,b5,b7,b3,,x-8-7-6-7-x,x-4-2-1-3-x,F A Db Gb,2 b3 b5 b7 ,
Ebm9b5,m9b5,x,9,x,10,10,9,x,1,x,3,4,2,,Gb,,F,A,Db,,b3,,2,b5,b7,x-9-x-10-10-9,x-1-x-3-4-2,Gb F A Db,2 b3 b5 b7 ,
Ebm9b5,m9b5,x,x,4,6,6,5,x,x,1,3,4,2,,,Gb,Db,F,A,,,b3,b7,2,b5,x-x-4-6-6-5,x-x-1-3-4-2,Gb Db F A,2 b3 b5 b7 ,
Ebmaj13,maj13,11,10,10,10,11,10,2,1,1,1,3,1,Eb,G,C,F,Bb,D,1,3,6,2,5,7,11-10-10-10-11-10,2-1-1-1-3-1,Eb G C F Bb D,1 2 3 5 6 7 ,
Ebmaj13,maj13,x,3,1,0,3,x,x,3,1,0,4,x,,C,Eb,G,D,,,6,1,3,7,,x-3-1-0-3-x,x-3-1-0-4-x,C Eb G D,1 3 6 7 ,
Ebmaj13,maj13,x,6,5,5,3,x,x,4,2,3,1,x,,Eb,G,C,D,,,1,3,6,7,,x-6-5-5-3-x,x-4-2-3-1-x,Eb G C D,1 3 6 7 ,
Ebmaj13,maj13,x,6,5,7,8,8,x,2,1,3,4,4,,Eb,G,D,G,C,,1,3,7,3,6,x-6-5-7-8-8,x-2-1-3-4-4,Eb G D G C,1 3 6 7 ,
Ebmaj13,maj13,x,x,10,8,8,10,x,x,3,1,1,4,,,C,Eb,G,D,,,6,1,3,7,x-x-10-8-8-10,x-x-3-1-1-4,C Eb G D,1 3 6 7 ,
Ebmaj7,maj7,11,x,12,12,11,x,1,x,3,4,2,x,Eb,,D,G,Bb,,1,,7,3,5,,11-x-12-12-11-x,1-x-3-4-2-x,Eb D G Bb,1 3 5 7 ,
Ebmaj7,maj7,x,6,5,3,3,x,x,4,3,1,1,x,,Eb,G,Bb,D,,,1,3,5,7,,x-6-5-3-3-x,x-4-3-1-1-x,Eb G Bb D,1 3 5 7 ,
Ebmaj7,maj7,x,6,8,7,8,6,x,1,3,2,4,1,,Eb,Bb,D,G,Bb,,1,5,7,3,5,x-6-8-7-8-6,x-1-3-2-4-1,Eb Bb D G Bb,1 3 5 7 ,
Ebmaj7,maj7,x,x,1,3,3,3,0,0,1,2,3,4,,,Eb,Bb,D,G,,,1,5,7,3,x-x-1-3-3-3,0-0-1-2-3-4,Eb Bb D G,1 3 5 7 ,
Ebmaj7,maj7,x,x,1,3,3,3,x,x,1,3,3,3,,,Eb,Bb,D,G,,,1,5,7,3,x-x-1-3-3-3,x-x-1-3-3-3,Eb Bb D G,1 3 5 7 ,
Ebmaj7,maj7,x,x,8,8,8,10,x,x,1,1,1,3,,,Bb,Eb,G,D,,,5,1,3,7,x-x-8-8-8-10,x-x-1-1-1-3,Bb Eb G D,1 3 5 7 ,
Ebmaj7#11,maj7#11,11,x,12,12,10,x,2,x,3,4,1,x,Eb,,D,G,A,,1,,7,3,b5,,11-x-12-12-10-x,2-x-3-4-1-x,Eb D G A,1 3 b5 7 ,
Ebmaj7#11,maj7#11,x,6,5,7,8,5,x,2,1,3,4,1,,Eb,G,D,G,A,,1,3,7,3,b5,x-6-5-7-8-5,x-2-1-3-4-1,Eb G D G A,1 3 b5 7 ,
Ebmaj7#11,maj7#11,x,6,7,7,8,x,x,1,2,3,4,x,,Eb,A,D,G,,,1,b5,7,3,,x-6-7-7-8-x,x-1-2-3-4-x,Eb A D G,1 3 b5 7 ,
Ebmaj7#11,maj7#11,x,10,8,8,10,10,x,2,1,1,3,4,,G,Bb,Eb,A,D,,3,5,1,b5,7,x-10-8-8-10-10,x-2-1-1-3-4,G Bb Eb A D,1 3 b5 5 7 ,
Ebmaj7#11,maj7#11,x,x,1,2,3,3,x,x,1,2,3,4,,,Eb,A,D,G,,,1,b5,7,3,x-x-1-2-3-3,x-x-1-2-3-4,Eb A D G,1 3 b5 7 ,
Ebmaj9,maj9,11,x,12,10,8,x,3,x,4,2,1,x,Eb,,D,F,G,,1,,7,2,3,,11-x-12-10-8-x,3-x-4-2-1-x,Eb D F G,1 2 3 7 ,
Ebmaj9,maj9,x,6,3,3,3,3,x,4,1,1,1,1,,Eb,F,Bb,D,G,,1,2,5,7,3,x-6-3-3-3-3,x-4-1-1-1-1,Eb F Bb D G,1 2 3 5 7 ,
Ebmaj9,maj9,x,6,5,7,6,x,x,2,1,4,3,x,,Eb,G,D,F,,,1,3,7,2,,x-6-5-7-6-x,x-2-1-4-3-x,Eb G D F,1 2 3 7 ,
Ebmaj9,maj9,x,8,8,8,8,10,x,1,1,1,1,3,,F,Bb,Eb,G,D,,2,5,1,3,7,x-8-8-8-8-10,x-1-1-1-1-3,F Bb Eb G D,1 2 3 5 7 ,
Ebmaj9,maj9,x,x,1,0,3,1,0,0,1,0,4,2,,,Eb,G,D,F,,,1,3,7,2,x-x-1-0-3-1,0-0-1-0-4-2,Eb G D F,1 2 3 7 ,
Ebmaj9,maj9,x,x,1,0,3,1,x,x,1,0,4,2,,,Eb,G,D,F,,,1,3,7,2,x-x-1-0-3-1,x-x-1-0-4-2,Eb G D F,1 2 3 7 ,
Ebmb6,mb6,11,13,13,11,12,11,1,3,4,1,2,1,Eb,Bb,Eb,Gb,B,Eb,1,5,1,b3,b6,1,11-13-13-11-12-11,1-3-4-1-2-1,Eb Bb Eb Gb B Eb,1 b3 5 b6 ,
Ebmb6,mb6,x,6,4,4,4,6,x,3,1,1,1,4,,Eb,Gb,B,Eb,Bb,,1,b3,b6,1,5,x-6-4-4-4-6,x-3-1-1-1-4,Eb Gb B Eb Bb,1 b3 5 b6 ,
Ebmb6,mb6,x,6,9,8,7,6,x,1,4,3,2,1,,Eb,B,Eb,Gb,Bb,,1,b6,1,b3,5,x-6-9-8-7-6,x-1-4-3-2-1,Eb B Eb Gb Bb,1 b3 5 b6 ,
Ebmb6,mb6,x,9,9,8,11,x,x,2,3,1,4,x,,Gb,B,Eb,Bb,,,b3,b6,1,5,,x-9-9-8-11-x,x-2-3-1-4-x,Gb B Eb Bb,1 b3 5 b6 ,
Ebmb6,mb6,x,x,1,3,0,2,x,x,1,3,0,2,,,Eb,Bb,B,Gb,,,1,5,b6,b3,x-x-1-3-0-2,x-x-1-3-0-2,Eb Bb B Gb,1 b3 5 b6 ,
Ebsus2,sus2,1,1,1,3,x,1,0,1,1,3,0,1,F,Bb,Eb,Bb,,F,2,5,1,5,,2,1-1-1-3-x-1,0-1-1-3-0-1,F Bb Eb Bb F,1 2 5 ,
Ebsus2,sus2,11,x,8,10,11,x,3,x,1,2,4,x,Eb,,Bb,F,Bb,,1,,5,2,5,,11-x-8-10-11-x,3-x-1-2-4-x,Eb Bb F Bb,1 2 5 ,
Ebsus2,sus2,x,6,8,8,6,6,x,1,3,4,1,1,,Eb,Bb,Eb,F,Bb,,1,5,1,2,5,x-6-8-8-6-6,x-1-3-4-1-1,Eb Bb Eb F Bb,1 2 5 ,
Ebsus2,sus2,x,8,8,10,11,11,x,1,1,3,4,4,,F,Bb,F,Bb,Eb,,2,5,2,5,1,x-8-8-10-11-11,x-1-1-3-4-4,F Bb F Bb Eb,1 2 5 ,
Ebsus2,sus2,x,x,1,3,4,1,x,x,1,3,4,1,,,Eb,Bb,Eb,F,,,1,5,1,2,x-x-1-3-4-1,x-x-1-3-4-1,Eb Bb Eb F,1 2 5 ,
Ebsus2,sus2,x,x,13,10,11,13,x,x,3,1,2,4,,,Eb,F,Bb,F,,,1,2,5,2,x-x-13-10-11-13,x-x-3-1-2-4,Eb F Bb F,1 2 5 ,
Ebsus4,sus4,4,x,1,3,4,x,3,x,1,2,4,x,Ab,,Eb,Bb,Eb,,4,,1,5,1,,4-x-1-3-4-x,3-x-1-2-4-x,Ab Eb Bb Eb,1 4 5 ,
Ebsus4,sus4,11,11,13,13,11,11,1,1,3,4,1,1,Eb,Ab,Eb,Ab,Bb,Eb,1,4,1,4,5,1,11-11-13-13-11-11,1-1-3-4-1-1,Eb Ab Eb Ab Bb Eb,1 4 5 ,
Ebsus4,sus4,x,6,8,8,9,x,x,1,2,3,4,x,,Eb,Bb,Eb,Ab,,,1,5,1,4,,x-6-8-8-9-x,x-1-2-3-4-x,Eb Bb Eb Ab,1 4 5 ,
Ebsus4,sus4,x,13,13,13,16,16,x,1,1,1,4,4,,Bb,Eb,Ab,Eb,Ab,,5,1,4,1,4,x-13-13-13-16-16,x-1-1-1-4-4,Bb Eb Ab Eb Ab,1 4 5 ,
Ebsus4,sus4,x,x,1,3,4,4,0,0,1,3,4,4,,,Eb,Bb,Eb,Ab,,,1,5,1,4,x-x-1-3-4-4,0-0-1-3-4-4,Eb Bb Eb Ab,1 4 5 ,
Ebsus4,sus4,x,x,8,8,9,11,x,x,1,1,2,4,,,Bb,Eb,Ab,Eb,,,5,1,4,1,x-x-8-8-9-11,x-x-1-1-2-4,Bb Eb Ab Eb,1 4 5 ,
F,,1,3,3,2,1,1,1,3,4,2,1,1,F,C,F,A,C,F,1,5,1,3,5,1,1-3-3-2-1-1,1-3-4-2-1-1,F C F A C F,1 3 5 ,
F,,13,12,10,10,10,x,4,3,1,1,1,x,F,A,C,F,A,,1,3,5,1,3,,13-12-10-10-10-x,4-3-1-1-1-x,F A C F A,1 3 5 ,
F,,x,8,7,5,6,5,x,4,3,1,2,1,,F,A,C,F,A,,1,3,5,1,3,x-8-7-5-6-5,x-4-3-1-2-1,F A C F A,1 3 5 ,
F,,x,8,10,10,10,x,x,1,3,3,3,x,,F,C,F,A,,,1,5,1,3,,x-8-10-10-10-x,x-1-3-3-3-x,F C F A,1 3 5 ,
F,,x,x,3,2,1,1,0,0,3,2,1,1,,,F,A,C,F,,,1,3,5,1,x-x-3-2-1-1,0-0-3-2-1-1,F A C F,1 3 5 ,
F,,x,x,15,14,13,13,x,x,3,2,1,1,,,F,A,C,F,,,1,3,5,1,x-x-15-14-13-13,x-x-3-2-1-1,F A C F,1 3 5 ,
F+,+,1,x,3,2,2,1,0,0,4,2,3,1,F,,F,A,Db,F,1,,1,3,b6,1,1-x-3-2-2-1,0-0-4-2-3-1,F F A Db F,1 3 b6 ,
F+,+,9,x,11,10,10,x,1,x,4,3,2,x,Db,,Db,F,A,,b6,,b6,1,3,,9-x-11-10-10-x,1-x-4-3-2-x,Db Db F A,1 3 b6 ,
F+,+,x,4,x,6,6,5,x,1,x,3,4,2,,Db,,Db,F,A,,b6,,b6,1,3,x-4-x-6-6-5,x-1-x-3-4-2,Db Db F A,1 3 b6 ,
F+,+,x,8,7,6,6,x,x,3,2,1,1,x,,F,A,Db,F,,,1,3,b6,1,,x-8-7-6-6-x,x-3-2-1-1-x,F A Db F,1 3 b6 ,
F+,+,x,x,3,2,2,1,x,x,4,2,3,1,,,F,A,Db,F,,,1,3,b6,1,x-x-3-2-2-1,x-x-4-2-3-1,F A Db F,1 3 b6 ,
F+,+,x,x,11,10,10,13,x,x,2,1,1,4,,,Db,F,A,F,,,b6,1,3,1,x-x-11-10-10-13,x-x-2-1-1-4,Db F A F,1 3 b6 ,
F+7,7,13,x,13,14,14,x,1,x,2,3,4,x,F,,Eb,A,Db,,1,,b7,3,b6,,13-x-13-14-14-x,1-x-2-3-4-x,F Eb A Db,1 3 b6 b7 ,
F+7,7,x,6,7,6,6,x,x,1,2,1,1,x,,Eb,A,Db,F,,,b7,3,b6,1,,x-6-7-6-6-x,x-1-2-1-1-x,Eb A Db F,1 3 b6 b7 ,
F+7,7,x,8,11,8,10,9,x,1,4,1,3,2,,F,Db,Eb,A,Db,,1,b6,b7,3,b6,x-8-11-8-10-9,x-1-4-1-3-2,F Db Eb A Db,1 3 b6 b7 ,
F+7,7,x,x,1,2,2,1,x,x,1,2,3,1,,,Eb,A,Db,F,,,b7,3,b6,1,x-x-1-2-2-1,x-x-1-2-3-1,Eb A Db F,1 3 b6 b7 ,
F+7,7,x,x,3,6,4,5,x,x,1,4,2,3,,,F,Db,Eb,A,,,1,b6,b7,3,x-x-3-6-4-5,x-x-1-4-2-3,F Db Eb A,1 3 b6 b7 ,
F+7#9,+7#9,x,0,1,1,2,1,x,0,1,1,2,1,,A,Eb,Ab,Db,F,,3,b7,b3,b6,1,x-0-1-1-2-1,x-0-1-1-2-1,A Eb Ab Db F,1 b3 3 b6 b7 ,
F+7#9,+7#9,x,8,7,8,9,9,x,2,1,3,4,4,,F,A,Eb,Ab,Db,,1,3,b7,b3,b6,x-8-7-8-9-9,x-2-1-3-4-4,F A Eb Ab Db,1 b3 3 b6 b7 ,
F+7#9,+7#9,x,11,11,10,10,11,x,2,3,1,1,4,,Ab,Db,F,A,Eb,,b3,b6,1,3,b7,x-11-11-10-10-11,x-2-3-1-1-4,Ab Db F A Eb,1 b3 3 b6 b7 ,
F+7#9,+7#9,x,x,6,6,4,5,x,x,3,4,1,2,,,Ab,Db,Eb,A,,,b3,b6,b7,3,x-x-6-6-4-5,x-x-3-4-1-2,Ab Db Eb A,b3 3 b6 b7 ,
F+7#9,+7#9,x,x,13,14,14,16,x,x,1,2,3,4,,,Eb,A,Db,Ab,,,b7,3,b6,b3,x-x-13-14-14-16,x-x-1-2-3-4,Eb A Db Ab,b3 3 b6 b7 ,
F+7b9,+7b9,11,x,11,11,10,x,2,x,3,4,1,x,Eb,,Db,Gb,A,,b7,,b6,b2,3,,11-x-11-11-10-x,2-x-3-4-1-x,Eb Db Gb A,b2 3 b6 b7 ,
F+7b9,+7b9,13,x,13,14,14,14,1,x,2,3,3,3,F,,Eb,A,Db,Gb,1,,b7,3,b6,b2,13-x-13-14-14-14,1-x-2-3-3-3,F Eb A Db Gb,1 b2 3 b6 b7 ,
F+7b9,+7b9,x,8,7,8,7,9,x,2,1,3,1,4,,F,A,Eb,Gb,Db,,1,3,b7,b2,b6,x-8-7-8-7-9,x-2-1-3-1-4,F A Eb Gb Db,1 b2 3 b6 b7 ,
F+7b9,+7b9,x,x,1,2,2,2,x,x,1,3,3,3,,,Eb,A,Db,Gb,,,b7,3,b6,b2,x-x-1-2-2-2,x-x-1-3-3-3,Eb A Db Gb,b2 3 b6 b7 ,
F+7b9,+7b9,x,x,4,6,4,5,x,x,1,3,1,2,,,Gb,Db,Eb,A,,,b2,b6,b7,3,x-x-4-6-4-5,x-x-1-3-1-2,Gb Db Eb A,b2 3 b6 b7 ,
F+9,9,x,6,7,6,8,x,x,1,2,1,4,x,,Eb,A,Db,G,,,b7,3,b6,2,,x-6-7-6-8-x,x-1-2-1-4-x,Eb A Db G,2 3 b6 b7 ,
F+9,9,x,8,7,8,8,9,x,2,1,3,3,4,,F,A,Eb,G,Db,,1,3,b7,2,b6,x-8-7-8-8-9,x-2-1-3-3-4,F A Eb G Db,1 2 3 b6 b7 ,
F+9,9,x,10,11,10,10,11,x,1,2,1,1,3,,G,Db,F,A,Eb,,2,b6,1,3,b7,x-10-11-10-10-11,x-1-2-1-1-3,G Db F A Eb,1 2 3 b6 b7 ,
F+9,9,x,x,1,2,2,3,x,x,1,2,3,4,,,Eb,A,Db,G,,,b7,3,b6,2,x-x-1-2-2-3,x-x-1-2-3-4,Eb A Db G,2 3 b6 b7 ,
F+9,9,x,x,5,6,4,5,x,x,2,4,1,3,,,G,Db,Eb,A,,,2,b6,b7,3,x-x-5-6-4-5,x-x-2-4-1-3,G Db Eb A,2 3 b6 b7 ,
F11,11,1,1,1,2,1,3,1,1,1,2,1,3,F,Bb,Eb,A,C,G,1,4,b7,3,5,2,1-1-1-2-1-3,1-1-1-2-1-3,F Bb Eb A C G,1 2 3 4 5 b7 ,
F11,11,6,6,7,8,6,6,1,1,2,3,1,1,Bb,Eb,A,Eb,F,Bb,4,b7,3,b7,1,4,6-6-7-8-6-6,1-1-2-3-1-1,Bb Eb A Eb F Bb,1 3 4 b7 ,
F11,11,8,8,8,8,8,5,4,4,4,4,4,1,C,F,Bb,Eb,G,A,5,1,4,b7,2,3,8-8-8-8-8-5,4-4-4-4-4-1,C F Bb Eb G A,1 2 3 4 5 b7 ,
F11,11,x,8,7,8,6,6,x,3,2,4,1,1,,F,A,Eb,F,Bb,,1,3,b7,1,4,x-8-7-8-6-6,x-3-2-4-1-1,F A Eb F Bb,1 3 4 b7 ,
F11,11,x,8,8,8,10,8,x,1,1,1,3,1,,F,Bb,Eb,A,C,,1,4,b7,3,5,x-8-8-8-10-8,x-1-1-1-3-1,F Bb Eb A C,1 3 4 5 b7 ,
F11,11,x,x,3,3,4,5,x,x,1,1,2,3,,,F,Bb,Eb,A,,,1,4,b7,3,x-x-3-3-4-5,x-x-1-1-2-3,F Bb Eb A,1 3 4 b7 ,
F13,13,1,0,1,3,3,3,0,0,2,4,4,4,F,A,Eb,Bb,D,G,1,3,b7,4,6,2,1-0-1-3-3-3,0-0-2-4-4-4,F A Eb Bb D G,1 2 3 4 6 b7 ,
F13,13,1,3,1,2,3,1,1,3,1,2,4,1,F,C,Eb,A,D,F,1,5,b7,3,6,1,1-3-1-2-3-1,1-3-1-2-4-1,F C Eb A D F,1 3 5 6 b7 ,
F13,13,11,10,10,10,10,10,2,1,1,1,1,1,Eb,G,C,F,A,D,b7,2,5,1,3,6,11-10-10-10-10-10,2-1-1-1-1-1,Eb G C F A D,1 2 3 5 6 b7 ,
F13,13,13,x,13,14,15,x,1,x,2,3,4,x,F,,Eb,A,D,,1,,b7,3,6,,13-x-13-14-15-x,1-x-2-3-4-x,F Eb A D,1 3 6 b7 ,
F13,13,x,6,7,7,6,x,x,1,3,4,2,x,,Eb,A,D,F,,,b7,3,6,1,,x-6-7-7-6-x,x-1-3-4-2-x,Eb A D F,1 3 6 b7 ,
F13,13,x,8,7,8,8,10,x,2,1,3,3,4,,F,A,Eb,G,D,,1,3,b7,2,6,x-8-7-8-8-10,x-2-1-3-3-4,F A Eb G D,1 2 3 6 b7 ,
F13,13,x,x,13,10,10,10,x,x,4,1,1,1,,,Eb,F,A,D,,,b7,1,3,6,x-x-13-10-10-10,x-x-4-1-1-1,Eb F A D,1 3 6 b7 ,
F13sus4,13sus4,1,3,1,3,3,1,1,2,1,3,4,1,F,C,Eb,Bb,D,F,1,5,b7,4,6,1,1-3-1-3-3-1,1-2-1-3-4-1,F C Eb Bb D F,1 4 5 6 b7 ,
F13sus4,13sus4,x,5,3,3,4,3,x,3,1,1,2,1,,D,F,Bb,Eb,G,,6,1,4,b7,2,x-5-3-3-4-3,x-3-1-1-2-1,D F Bb Eb G,1 2 4 6 b7 ,
F13sus4,13sus4,x,6,x,7,6,6,x,1,x,4,2,3,,Eb,,D,F,Bb,,b7,,6,1,4,x-6-x-7-6-6,x-1-x-4-2-3,Eb D F Bb,1 4 6 b7 ,
F13sus4,13sus4,x,8,8,8,8,10,x,1,1,1,1,3,,F,Bb,Eb,G,D,,1,4,b7,2,6,x-8-8-8-8-10,x-1-1-1-1-3,F Bb Eb G D,1 2 4 6 b7 ,
F13sus4,13sus4,x,x,13,10,11,10,x,x,4,1,2,1,,,Eb,F,Bb,D,,,b7,1,4,6,x-x-13-10-11-10,x-x-4-1-2-1,Eb F Bb D,1 4 6 b7 ,
F5,5,13,15,15,x,x,x,1,3,4,x,x,x,F,C,F,,,,1,5,1,,,,13-15-15-x-x-x,1-3-4-x-x-x,F C F,1 5 ,
F5,5,x,8,10,10,x,x,x,1,3,4,x,x,,F,C,F,,,,1,5,1,,,x-8-10-10-x-x,x-1-3-4-x-x,F C F,1 5 ,
F5,5,x,x,3,5,6,x,x,x,1,3,4,x,,,F,C,F,,,,1,5,1,,x-x-3-5-6-x,x-x-1-3-4-x,F C F,1 5 ,
F5,5,x,x,10,10,13,13,x,x,1,1,4,4,,,C,F,C,F,,,5,1,5,1,x-x-10-10-13-13,x-x-1-1-4-4,C F C F,1 5 ,
F6,6,1,x,0,2,1,x,1,x,0,3,2,x,F,,D,A,C,,1,,6,3,5,,1-x-0-2-1-x,1-x-0-3-2-x,F D A C,1 3 5 6 ,
F6,6,8,x,7,7,6,x,4,x,2,3,1,x,C,,A,D,F,,5,,3,6,1,,8-x-7-7-6-x,4-x-2-3-1-x,C A D F,1 3 5 6 ,
F6,6,13,x,12,14,13,x,2,x,1,4,3,x,F,,D,A,C,,1,,6,3,5,,13-x-12-14-13-x,2-x-1-4-3-x,F D A C,1 3 5 6 ,
F6,6,x,3,3,2,3,x,0,2,3,1,4,0,,C,F,A,D,,,5,1,3,6,,x-3-3-2-3-x,0-2-3-1-4-0,C F A D,1 3 5 6 ,
F6,6,x,8,10,10,10,10,x,1,3,3,3,3,,F,C,F,A,D,,1,5,1,3,6,x-8-10-10-10-10,x-1-3-3-3-3,F C F A D,1 3 5 6 ,
F6,6,x,x,3,5,3,5,x,x,1,3,1,4,,,F,C,D,A,,,1,5,6,3,x-x-3-5-3-5,x-x-1-3-1-4,F C D A,1 3 5 6 ,
F6/9,6-Sep,1,0,0,0,1,1,0,0,0,0,2,3,F,A,D,G,C,F,1,3,6,2,5,1,1-0-0-0-1-1,0-0-0-0-2-3,F A D G C F,1 2 3 5 6 ,
F6/9,6-Sep,1,0,0,0,1,1,1,0,0,0,2,3,F,A,D,G,C,F,1,3,6,2,5,1,1-0-0-0-1-1,1-0-0-0-2-3,F A D G C F,1 2 3 5 6 ,
F6/9,6-Sep,8,8,7,7,8,x,3,3,1,1,2,0,C,F,A,D,G,,5,1,3,6,2,,8-8-7-7-8-x,3-3-1-1-2-0,C F A D G,1 2 3 5 6 ,
F6/9,6-Sep,10,10,10,10,10,10,1,1,1,1,1,1,D,G,C,F,A,D,6,2,5,1,3,6,10-10-10-10-10-10,1-1-1-1-1-1,D G C F A D,1 2 3 5 6 ,
F6/9,6-Sep,13,10,10,10,10,10,4,1,1,1,1,1,F,G,C,F,A,D,1,2,5,1,3,6,13-10-10-10-10-10,4-1-1-1-1-1,F G C F A D,1 2 3 5 6 ,
F6/9,6-Sep,x,3,3,2,3,3,x,2,3,1,4,4,,C,F,A,D,G,,5,1,3,6,2,x-3-3-2-3-3,x-2-3-1-4-4,C F A D G,1 2 3 5 6 ,
F6/9,6-Sep,x,5,5,5,6,5,x,1,1,1,2,1,,D,G,C,F,A,,6,2,5,1,3,x-5-5-5-6-5,x-1-1-1-2-1,D G C F A,1 2 3 5 6 ,
F6/9,6-Sep,x,8,7,7,9,9,x,2,1,1,3,4,,F,A,D,Ab,Db,,1,3,6,b3,b6,x-8-7-7-9-9,x-2-1-1-3-4,F A D Ab Db,1 b3 3 b6 6 ,
F7,7,1,3,1,2,1,1,0,3,1,2,1,1,F,C,Eb,A,C,F,1,5,b7,3,5,1,1-3-1-2-1-1,0-3-1-2-1-1,F C Eb A C F,1 3 5 b7 ,
F7,7,1,3,1,2,1,1,1,3,1,2,1,1,F,C,Eb,A,C,F,1,5,b7,3,5,1,1-3-1-2-1-1,1-3-1-2-1-1,F C Eb A C F,1 3 5 b7 ,
F7,7,x,6,x,6,7,6,x,2,x,1,3,1,,Eb,,Db,Gb,Bb,,b7,,b6,b2,4,x-6-x-6-7-6,x-2-x-1-3-1,Eb Db Gb Bb,b2 4 b6 b7 ,
F7,7,x,8,10,8,10,8,x,1,3,1,4,1,,F,C,Eb,A,C,,1,5,b7,3,5,x-8-10-8-10-8,x-1-3-1-4-1,F C Eb A C,1 3 5 b7 ,
F7,7,x,x,3,5,4,5,x,x,1,3,2,4,,,F,C,Eb,A,,,1,5,b7,3,x-x-3-5-4-5,x-x-1-3-2-4,F C Eb A,1 3 5 b7 ,
F7,7,x,x,10,10,10,11,x,x,1,1,1,2,,,C,F,A,Eb,,,5,1,3,b7,x-x-10-10-10-11,x-x-1-1-1-2,C F A Eb,1 3 5 b7 ,
F7#11,7#11,1,2,1,2,1,1,1,2,1,3,1,1,F,B,Eb,A,C,F,1,b5,b7,3,5,1,1-2-1-2-1-1,1-2-1-3-1-1,F B Eb A C F,1 3 b5 5 b7 ,
F7#11,7#11,x,3,3,4,4,5,x,1,1,2,2,3,,C,F,B,Eb,A,,5,1,b5,b7,3,x-3-3-4-4-5,x-1-1-2-2-3,C F B Eb A,1 3 b5 5 b7 ,
